,IMO,Name,Ship type,Technical efficiency,Ice Class,Total fuel consumption [m tonnes],Fuel consumptions assigned to On laden [m tonnes],Total CO₂ emissions [m tonnes],CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes],CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes],CO₂ emissions which occurred within ports under a MS jurisdiction at berth [m tonnes],CO₂ emissions assigned to Passenger transport [m tonnes],CO₂ emissions assigned to Freight transport [m tonnes],CO₂ emissions assigned to On laden [m tonnes],Annual Time spent at sea [hours],Annual average Fuel consumption per distance [kg / n mile],Annual average Fuel consumption per transport work (mass) [g / m tonnes · n miles],Annual average Fuel consumption per transport work (volume) [g / m³ · n miles],Annual average Fuel consumption per transport work (dwt) [g / dwt carried · n miles],Annual average CO₂ emissions per distance [kg CO₂ / n mile],Annual average CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles],Annual average CO₂ emissions per transport work (volume) [g CO₂ / m³ · n miles],Annual average CO₂ emissions per transport work (dwt) [g CO₂ / dwt carried · n miles],Through ice [n miles],Time spent at sea [hours],Total time spent at sea through ice [hours],Fuel consumption per distance on laden voyages [kg / n mile],Fuel consumption per transport work (mass) on laden voyages [g / m tonnes · n miles],Fuel consumption per transport work (volume) on laden voyages [g / m³ · n miles],Fuel consumption per transport work (dwt) on laden voyages [g / dwt carried · n miles],Fuel consumption per transport work (pax) on laden voyages [g / pax · n miles],Fuel consumption per transport work (freight) on laden voyages [g / m tonnes · n miles],CO₂ emissions per distance on laden voyages [kg CO₂ / n mile],CO₂ emissions per transport work (mass) on laden voyages [g CO₂ / m tonnes · n miles],CO₂ emissions per transport work (volume) on laden voyages [g CO₂ / m³ · n miles],CO₂ emissions per transport work (dwt) on laden voyages [g CO₂ / dwt carried · n miles],CO₂ emissions per transport work (pax) on laden voyages [g CO₂ / pax · n miles],CO₂ emissions per transport work (freight) on laden voyages [g CO₂ / m tonnes · n miles],Additional information to facilitate the understanding of the reported average operational energy efficiency indicators,Average density of the cargo transported [m tonnes / m³],name,ship_type,length,breadth,draught,year_built,gross_tonnage,deadweight,engine_type,engine_model,engine_power,max_speed,avg_speed
6797,9522738,NAVIN HAWK,General cargo ship,EIV (15.38 gCO₂/t·nm),,627.83,,1994.51,515.7,289.06,1145.31,44.44,,,,2840.93,30.53,Division by zero!,,5.79,97,Division by zero!,,18.39,,2840.93,,,,,,,,,,,,,,,,NAVIN HAWK,General cargo ship,112.0,17.0,6.7 m,2009.0,5087.0,7561.0,Daihatsu,8DKM-28L,3400 KW,10.5,9
6798,9522817,ITALIDA,Bulk carrier,EIV (7 gCO₂/t·nm),,933.7,,2939.79,657.9,299.75,1822.6,159.6,,,,1293.75,61.79,0.49,,,194.56,1.56,,,,1293.75,,,,,,,,,,,,,,,,ITALIDA,Bulk carrier,139.0,27.0,,2009.0,17025.0,28509.0,MAN-B&W,6S42MC,5850 KW,,
6799,9522881,BETTY,Bulk carrier,EIV (6.16 gCO₂/t·nm),,571.3,,1805.4,0.0,0.0,1538.66,266.74,,,,615.58,93.24,2.71,,,294.65,8.56,,,,615.58,,,,,,,,,,,,,,,,BETTY,Bulk carrier,186.0,27.0,6 m,2011.0,22683.0,36892.0,MAN-B&W,6S46MC-C,7860 KW,15.1,11.3
6800,9522893,LIBERTY BAY,Bulk carrier,EIV (6.14 gCO₂/t·nm),,522.92,,1649.81,0.0,93.75,1438.67,117.4,,,,563.85,86.25,3.11,,,272.11,9.8,,,,563.85,,,,,,,,,,,,,,,,LIBERTY BAY,Bulk carrier,186.0,27.0,4.2 m,2012.0,22683.0,36892.0,MAN-B&W,,7860 KW,16,10.4
6801,9522908,GABRIELLA,Bulk carrier,EIV (6.18 gCO₂/t·nm),,604.3,,1924.1,0.0,598.02,1248.52,77.57,,,,765.62,79.6,3.74,,,253.43,11.9,,,,765.62,,,,,,,,,,,,,,,,GABRIELLA,Bulk carrier,186.0,27.0,,2013.0,22683.0,36892.0,B&W,,15785 KW,,
6802,9522910,DORYSIA,Bulk carrier,EIV (7.84 gCO₂/t·nm),,1696.0,,5371.94,754.0,1328.5,2902.8,533.2,,,,1551.0,88.25,3.24,,,279.52,10.26,,,,1551.0,,,,,,,,,,,,,,,,DORYSIA,Bulk carrier,187.0,27.0,9.9 m,2010.0,22691.0,36490.0,,,,17.9,11.2
6803,9522922,STRADION,Bulk carrier,EIV (8.03 gCO₂/t·nm),,965.0,,3053.47,370.6,309.7,2166.4,311.8,,,,789.0,93.9,3.83,,,297.13,12.12,,,,789.0,,,,,,,,,,,,,,,,STRADION,Bulk carrier,186.0,27.0,11 m,2011.0,22691.0,36490.0,B&W,6S46MC-C,10480 KW,13.8,10.7
6804,9522934,ENTERPRISE,Bulk carrier,EIV (5.4 gCO₂/t·nm),,1407.69,,4451.6,124.39,2606.71,1615.02,105.48,,,,2013.8,76.42,2.62,,,241.66,8.29,,,,2013.8,,,,,,,,,,,,,,,,ENTERPRISE,Bulk carrier,186.0,27.0,9.4 m,2011.0,22691.0,36490.0,MAN-B&W,6S46MC-C,7860 KW,13.2,10.3
6805,9522958,LIPSI,Bulk carrier,EIV (5.83 gCO₂/t·nm),IC,1327.59,,4210.04,0.0,2343.43,1544.57,322.05,,,,1503.82,91.74,4.81,,,290.91,15.27,,,,1503.82,,,,,,,,,,,,,,,,LIPSI,Bulk carrier,179.0,28.0,10.4 m,2011.0,21934.0,33240.0,MAN-B&W,,,13.3,11.1
6806,9523146,RI GUAN FENG,Bulk carrier,EIV (4.19 gCO₂/t·nm),,3601.46,,11306.42,2045.33,2456.22,6313.91,490.97,,,,3343.35,95.61,2.29,,,300.14,7.2,,,,3343.35,,,,,,,,,,,,,,,,RI GUAN FENG,Bulk carrier,225.0,32.0,7.1 m,2010.0,40913.0,75566.0,,,,15.9,10
6807,9523158,YUE GUAN FENG,Bulk carrier,EIV (4.19 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,YUE GUAN FENG,Bulk carrier,225.0,32.0,11.8 m,2010.0,40913.0,75566.0,,,,14.9,10.5
6808,9523160,YU ZHU FENG,Bulk carrier,EIV (4.2 gCO₂/t·nm),,1739.26,,5497.02,0.0,4058.89,1393.25,44.88,,,,1396.08,101.62,2.06,,,321.16,6.5,,,,1396.08,,,,,,,,,,,,,,,,YU ZHU FENG,Bulk carrier,225.0,32.0,7.3 m,2011.0,40913.0,75519.0,,,,---,---
6809,9523172,CUI PING FENG,Bulk carrier,EIV (4.2 gCO₂/t·nm),,827.79,,2596.48,0.0,176.62,2381.04,38.82,,,,573.7,102.89,2.4,,,322.74,7.54,,,,573.7,,,,,,,,,,,,,,,,CUI PING FENG,Bulk carrier,225.0,32.0,14.1 m,2011.0,40913.0,75486.0,,,,13.2,9.2
6810,9523184,FU RONG FENG,Bulk carrier,EIV (4.2 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,FU RONG FENG,Bulk carrier,225.0,32.0,13.1 m,2011.0,40913.0,75444.0,,,,14.2,12.5
6811,9523196,YUN MI FENG,Bulk carrier,EIV (4.28 gCO₂/t·nm),,972.95,,3048.95,144.14,1018.12,1749.57,137.12,,,,803.18,107,2.89,,,335.31,9.06,,,,803.18,,,,,,,,,,,,,,,,YUN MI FENG,Bulk carrier,225.0,32.0,7 m,2011.0,40913.0,75421.0,,,,15,12
6812,9523201,YUN LONG FENG,Bulk carrier,EIV (4.43 gCO₂/t·nm),,1691.29,,5282.41,2832.8,430.56,1864.2,154.85,,,,1512.43,95.18,2.65,,,297.28,8.28,,,,1512.43,,,,,,,,,,,,,,,,YUN LONG FENG,Bulk carrier,225.0,32.0,,2012.0,40913.0,75394.0,,,,,
6813,9523213,JI XIAN FENG,Bulk carrier,EIV (4.2 gCO₂/t·nm),,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,Division by zero!,Division by zero!,,,Division by zero!,Division by zero!,,,,0.0,,,,,,,,,,,,,,,,JI XIAN FENG,Bulk carrier,225.0,32.0,8.4 m,2012.0,40913.0,75409.0,,,,12.5,10.2
6814,9523287,IONIC ASPIS,Oil tanker,EIV (3.82 gCO₂/t·nm),,536.56,,1675.8,0.0,777.77,787.49,110.54,,,,443.5,171.37,4.09,,,535.23,12.77,,,,443.5,,,,,,,,,,,,,,,,IONIC ASPIS,Oil tanker,243.0,42.0,8.8 m,2011.0,60379.0,107508.0,,,,12.5,8
6815,9523548,NORDSTRAUM,Chemical tanker,EIV (18.43 gCO₂/t·nm),IA,3208.7,,10287.09,7012.8,1072.41,1097.09,1104.79,,,,5221.03,57.28,15.01,,,183.64,48.14,,,180.0,5221.03,0.0,,,,,,,,,,,,,,,NORDSTRAUM,Chemical tanker,118.0,18.0,6.8 m,2012.0,6768.0,9616.0,,,,15.7,10.2
6816,9523835,RT STAR,Chemical tanker,EIV (8.08 gCO₂/t·nm),,518.12,101.82,1626.31,584.49,655.18,317.12,69.51,,,317.12,1034.5,70.83,52.52,,,222.33,164.84,,,,1034.5,,67.21,10.32,,,,,209.32,32.14,,,,,,,RT STAR,Chemical tanker,159.0,27.0,9.5 m,2011.0,16363.0,26199.0,,,,14.4,13.4
6817,9523926,VICTORIA,General cargo ship,EIV (15 gCO₂/t·nm),IA,1621.0,,5196.92,1851.98,1410.42,1398.33,536.2,,,,3295.23,47.53,9.72,,9.72,152.37,31.17,,31.17,,3295.23,,,,,,,,,,,,,,,,VICTORIA,General cargo ship,104.0,18.0,4.2 m,2010.0,5629.0,7057.0,MAK,6M32C,2999 KW,---,---
6818,9524231,SPIRIT OF BRITAIN,Ro-pax ship,EIV (25.28 gCO₂/t·nm),,17592.45,,56401.4,0.0,27095.89,26974.48,2331.03,8460.22,47941.18,,5173.37,250.27,,,,802.35,,,,,5173.37,,,,,,,,,,,,,,,,SPIRIT OF BRITAIN,Ro-pax ship,212.0,31.0,6.5 m,2011.0,47592.0,9500.0,MAN-B&W,7L48/60,30400 KW,19.9,15.7
6819,9524463,SUEZ HANS,Oil tanker,EIV (3.74 gCO₂/t·nm),,2586.1,,8157.67,1373.15,3525.71,2686.99,571.81,,,,1300.94,212.98,1.93,,,671.84,6.09,,,,1300.94,,,,,,,,,,,,,,,,SUEZ HANS,Oil tanker,274.0,48.0,,2011.0,81282.0,158573.0,,,,,
6820,9524475,SUEZ RAJAN,Oil tanker,Not Applicable,,240.1,,756.56,0.0,756.56,0.0,0.0,,,,88.5,256.79,2.57,,,809.16,8.09,,,,88.5,,,,,,,,,,,,,,,,SUEZ RAJAN,Oil tanker,274.0,48.0,15.5 m,2011.0,81282.0,158573.0,,,,---,---
6821,9524542,PARO,Bulk carrier,EIV (6.48 gCO₂/t·nm),,927.14,,2922.13,0.0,156.3,2727.99,37.83,,,,739.83,97.19,2.34,,,306.34,7.38,,,,739.83,,,,,,,,,,,,,,,,PARO,Bulk carrier,189.0,32.0,12.9 m,2009.0,31236.0,55691.0,,,,13.1,10.1
6822,9524683,ILENAO,Bulk carrier,EEDI (4.89 gCO₂/t·nm),,2102.01,,6654.74,1710.71,3995.44,948.59,372.8,,,,1654.28,145.36,6.08,,,460.19,19.24,,,,1654.28,,,,,,,,,,,,,,,,ILENAO,Bulk carrier,187.0,32.0,10.9 m,2013.0,32795.0,55442.0,,,,14,12.3
6823,9524700,YASA CANARY,Bulk carrier,EIV (5.24 gCO₂/t·nm),,1258.08,,3930.61,293.59,1384.93,2118.4,133.69,,,,1028.57,100.42,0.59,,,313.75,1.85,,,,1028.57,,,,,,,,,,,,,,,,YASA CANARY,Bulk carrier,187.0,32.0,13 m,2013.0,32795.0,55446.0,,,,13,11.7
6824,9524815,BABUZA WISDOM,Bulk carrier,EIV (10.86 gCO₂/t·nm),,1107.63,,3499.27,281.38,1072.22,2065.37,80.31,,,,1598.7,59.56,4.4,,,188.18,13.89,,,,1598.7,,,,,,,,,,,,,,,,BABUZA WISDOM,Bulk carrier,139.0,25.0,6 m,2009.0,11666.0,18969.0,,,,12.4,9.5
6825,9524827,BERKAY N,General cargo ship,EIV (12.83 gCO₂/t·nm),,634.87,,1995.4,432.36,748.37,767.63,47.03,,,,1855.72,35.01,Division by zero!,,4.45,110.04,Division by zero!,,13.99,,1855.72,,,,,,,,,,,,,,,,BERKAY N,General cargo ship,104.0,20.0,9.8 m,2008.0,7727.0,12046.0,Hanshin,Lh46la,3309 KW,10.5,10.5
6826,9524994,BLUE MOON,Oil tanker,EIV (3.96 gCO₂/t·nm),,765.18,,2384.54,0.0,611.1,1723.6,49.84,,,,696.9,106.82,8.82,,,332.88,27.49,,,,696.9,,,,,,,,,,,,,,,,BLUE MOON,Oil tanker,228.0,42.0,8 m,2011.0,56326.0,104623.0,,,,13,12.1
6827,9525302,MAERSK CALABAR,Container ship,EEDI (10.21 gCO₂/t·nm),,3897.1,,12143.6,279.11,10835.2,859.71,169.58,,,,2236.78,145.97,4.29,,,454.85,13.37,,,,2236.78,,,,,,,,,,,,,,,,MAERSK CALABAR,Container ship,249.0,37.0,13.8 m,2011.0,50869.0,61614.0,,,,15.5,9.8
6828,9525314,MAERSK CAPE COAST,Container ship,EEDI (10.36 gCO₂/t·nm),,4322.92,,13468.64,0.0,10054.09,3218.6,195.94,,,,2298.2,145.42,4.82,,,453.08,15,,,,2298.2,,,,,,,,,,,,,,,,MAERSK CAPE COAST,Container ship,249.0,37.0,12.4 m,2011.0,50869.0,61614.0,B&W,6s80me-c9,23880 KW,18.2,17
6829,9525338,MAERSK CHENNAI,Container ship,EEDI (10.36 gCO₂/t·nm),,739.9,,2309.95,373.74,1752.28,87.72,96.21,,,,490.8,171.19,5.2,,,534.45,16.23,,,,490.8,,,,,,,,,,,,,,,,MAERSK CHENNAI,Container ship,249.0,37.0,9.9 m,2011.0,50869.0,61614.0,MAN-B&W,6S80ME-C,23000 KW,---,---
6830,9525340,MAERSK CONGO,Container ship,EEDI (10.38 gCO₂/t·nm),,2770.92,,8644.2,627.0,6705.08,1083.99,228.12,,,,1876.57,135.99,4.37,,,424.25,13.62,,,,1876.57,,,,,,,,,,,,,,,,MAERSK CONGO,Container ship,249.0,37.0,13.9 m,2011.0,50869.0,61614.0,MAN-B&W,6S80ME-C Mk9,23000 KW,16.4,14.7
6831,9525390,MAERSK COLOMBO,Container ship,EEDI (10.36 gCO₂/t·nm),,3653.8,,11399.64,764.43,10190.0,210.42,234.79,,,,1879.5,162.41,4.87,,,506.7,15.2,,,,1879.5,,,,,,,,,,,,,,,,MAERSK COLOMBO,Container ship,249.0,37.0,9.6 m,2012.0,50869.0,61614.0,,,,19,13.8
6832,9525455,MAERSK CABO VERDE,Container ship,EEDI (10.36 gCO₂/t·nm),,3513.01,,10944.01,0.0,8732.1,2103.58,108.32,,,,1698.22,184.58,5.26,,,575.02,16.4,,,,1698.22,,,,,,,,,,,,,,,,MAERSK CABO VERDE,Container ship,249.0,37.0,12.1 m,2012.0,50869.0,68898.0,,6S80ME-C Mk9,23000 KW,16.9,14
6833,9525821,SFL HUDSON,Bulk carrier,EIV (5.65 gCO₂/t·nm),,1129.55,,3522.53,0.0,325.72,3016.31,180.5,,,,873.3,107.87,4.06,,,336.4,12.65,,,,873.3,,,,,,,,,,,,,,,,SFL HUDSON,Bulk carrier,189.0,32.0,6.4 m,2009.0,32945.0,57000.0,MAN-B&W,6S50MC,16338 KW,13.2,10.8
6834,9525857,UMM SALAL,Container ship,EIV (13.05 gCO₂/t·nm),,4704.0,,14686.32,1701.66,5203.08,6710.85,1070.73,,,,1143.97,296.42,3.51,,,925.45,10.97,,,,1143.97,,,,,,,,,,,,,,,,UMM SALAL,Container ship,365.0,51.0,11.4 m,2011.0,141077.0,145327.0,MAN-B&W,,97575 KW,11.9,11.9
6835,9525869,AIN SNAN EXPRESS,Container ship,EIV (13.05 gCO₂/t·nm),,3636.67,,11374.79,1086.92,1477.1,8246.61,564.18,,,,1152.0,255.99,2.77,,,800.69,8.67,,,,1152.0,,,,,,,,,,,,,,,,AIN SNAN EXPRESS,Container ship,365.0,48.0,,2012.0,141077.0,145274.0,,,,,
6836,9525871,UNAYZAH,Container ship,EIV (13.05 gCO₂/t·nm),,4921.08,,15371.0,1837.56,5295.42,6998.54,1239.48,,,,1361.7,296.04,3.31,,,924.67,10.33,,,,1361.7,,,,,,,,,,,,,,,,UNAYZAH,Container ship,366.0,48.0,,2012.0,141077.0,145520.0,MAN-B&W,12K98ME-C,71770 KW,,
6837,9525883,ALULA,Container ship,EIV (13.05 gCO₂/t·nm),,9005.82,,28199.23,1105.43,9194.44,17446.46,452.89,,,,2220.2,300,3.04,,,939.36,9.51,,,,2220.2,,,,,,,,,,,,,,,,ALULA,Container ship,366.0,51.0,,2012.0,141077.0,145528.0,MAN-B&W,12K98ME-C,71760 KW,,
6838,9525895,TAYMA,Container ship,EIV (13.05 gCO₂/t·nm),,6043.57,,18881.68,1324.59,8903.69,8086.39,567.01,,,,1406.97,276.81,3.02,,,864.83,9.45,,,,1406.97,,,,,,,,,,,,,,,,TAYMA,Container ship,366.0,48.0,,2012.0,141077.0,145451.0,MAN-B&W,,,,
6839,9525900,MALIK AL ASHTAR,Container ship,EIV (13.05 gCO₂/t·nm),,7433.49,,23226.19,3128.88,5450.9,13665.66,980.73,,,,1875.1,291.01,2.96,,,909.28,9.25,,,,1875.1,,,,,,,,,,,,,,,,MALIK AL ASHTAR,Container ship,366.0,48.0,,2012.0,141077.0,145527.0,MAN-B&W,,97575 KW,,
6840,9525912,AL RIFFA,Container ship,EIV (13.05 gCO₂/t·nm),,4132.0,,12944.18,1686.61,1520.67,8967.47,769.44,,,,1174.7,267.79,2.89,,,838.89,9.07,,,,1174.7,,,,,,,,,,,,,,,,AL RIFFA,Container ship,366.0,51.0,,2012.0,141077.0,145534.0,MAN-B&W,12K98ME-C,71820 KW,,
6841,9525936,JEBEL ALI,Container ship,EIV (13.05 gCO₂/t·nm),,4367.9,,13640.57,2970.28,4633.24,5073.26,963.79,,,,1477.7,312.43,3.66,,,975.69,11.44,,,,1477.7,,,,,,,,,,,,,,,,JEBEL ALI,Container ship,366.0,51.0,14.6 m,2012.0,141077.0,145149.0,,,,20.6,13.9
6842,9525948,ALS VENUS,Container ship,EIV (18.84 gCO₂/t·nm),,2259.6,,7130.74,94.9,2952.3,4013.33,70.21,,,,1573.6,104.99,12.33,,,331.32,38.9,,,,1573.6,,,,,,,,,,,,,,,,ALS VENUS,Container ship,208.0,29.0,11 m,2014.0,26374.0,34409.0,Wartsila,7RT-FLEX68,21490 KW,14.9,12.7
6843,9526071,BANDURA,General cargo ship,EIV (12.32 gCO₂/t·nm),IA,1619.6,,5069.5,1225.51,1317.13,2314.14,212.72,,,,3859.0,41.33,Division by zero!,,6.09,129.36,Division by zero!,,19.06,,3859.0,,,,,,,,,,,,,,,,BANDURA,General cargo ship,118.0,16.0,7.6 m,2010.0,5425.0,8217.0,MAK,9M25,2970 KW,14.7,10.9
6844,9526083,TIDE NAVIGATOR,General cargo ship,EIV (12.88 gCO₂/t·nm),IA,1905.91,,6013.79,2486.0,1533.5,1804.6,190.5,,,,4205.1,41.7,6.8,,Division by zero!,131.59,21.46,,Division by zero!,,4205.1,,,,,,,,,,,,,,,,TIDE NAVIGATOR,General cargo ship,118.0,16.0,5.3 m,2011.0,5425.0,8200.0,Caterpillar,6M25,2970 KW,13.1,10.2
6845,9526095,FRISIAN OCTA,General cargo ship,EEDI (11.54 gCO₂/t·nm),IA,746.38,,2367.08,105.44,504.36,1557.35,199.93,,,,1770.13,41.6,8.36,,6.08,131.93,26.52,,19.27,,1770.13,,,,,,,,,,,,,,,,FRISIAN OCTA,General cargo ship,118.0,16.0,8 m,2010.0,5425.0,8284.0,MAK,9M25C,2970 KW,11.8,9.9
6846,9526100,MARFAAM,General cargo ship,EIV (11.64 gCO₂/t·nm),IA,1263.32,,3988.1,3391.43,83.27,244.96,269.08,,,,4051.8,34.64,Division by zero!,,9.61,109.37,Division by zero!,,30.34,,4051.8,,,,,,,,,,,,,,,,MARFAAM,General cargo ship,118.0,16.0,5 m,2011.0,5422.0,8429.0,MAK,9M25C,2998 KW,14.5,9
6847,9526162,TAKESHIO,General cargo ship,EIV (5.93 gCO₂/t·nm),,934.49,,2952.13,0.0,1287.0,1585.9,79.22,,,,1096.53,80.62,,,4.54,254.68,,,14.35,,1096.53,,,,,,,,,,,,,,,,TAKESHIO,General cargo ship,184.0,30.0,10.2 m,2012.0,23855.0,38494.0,,,,13.9,10.7
6848,9526265,LOA FORTUNE,General cargo ship,EIV (12.35 gCO₂/t·nm),,4657.3,,14707.5,1332.84,4084.67,8562.4,727.6,,,,3999.52,95.66,,,15.7,302.07,,,49.57,,3999.52,,,,,,,,,,,,,,,,LOA FORTUNE,General cargo ship,175.0,26.0,10.5 m,2014.0,19534.0,24316.0,MAN-B&W,7S50ME-C,9401 KW,15.4,11.7
6849,9526332,PIANA,Ro-pax ship,EIV (16.17 gCO₂/t·nm),,12910.44,,40303.08,36819.15,0.0,0.0,3483.92,11970.55,29759.33,,3901.62,209.36,,,,653.58,,,,,3901.62,,,,,,,,,,,,,,,,PIANA,Ro-pax ship,179.0,30.0,6.6 m,2011.0,42180.0,11300.0,,,,16.3,15.8
6850,9526722,BASIC CHALLENGER,Bulk carrier,EIV (6.43 gCO₂/t·nm),,861.53,,2700.3,0.0,2217.54,467.76,15.0,,,,1028.5,69.02,2.49,,,216.34,7.8,,,,1028.5,,,,,,,,,,,,,,,,BASIC CHALLENGER,Bulk carrier,177.0,28.0,10.9 m,2014.0,22866.0,36936.0,,,,14.3,11.6
6851,9526904,MAERSK LUZ,Container ship,EEDI (10.02 gCO₂/t·nm),,21234.21,,66132.64,7885.92,28100.46,29089.9,1056.37,,,,5037.68,247.39,4.56,,,770.48,14.21,,,,5037.68,,,,,,,,,,,,,,,,MAERSK LUZ,Container ship,299.0,45.0,11.7 m,2011.0,89097.0,106043.0,MAN-B&W,9S90ME,38880 KW,17.2,11.4
6852,9526954,MAERSK LOTA,Container ship,EEDI (10.56 gCO₂/t·nm),,410.24,,1293.42,172.2,217.22,394.23,509.78,,,,260.27,480.37,9.63,,,1514.54,30.38,,,,260.27,,,,,,,,,,,,,,,,MAERSK LOTA,Container ship,299.0,45.0,11.8 m,2012.0,89505.0,100072.0,,,,13.1,6.9
6853,9526978,MAERSK LABERINTO,Container ship,EEDI (10.56 gCO₂/t·nm),,455.55,,1440.42,191.95,436.16,332.15,480.16,,,,323.2,400.92,8.49,,,1267.7,26.86,,,,323.2,,,,,,,,,,,,,,,,MAERSK LABERINTO,Container ship,299.0,45.0,10.7 m,2012.0,89505.0,99900.0,MAN-B&W,9S90ME,38880 KW,20.5,18.5
6854,9527051,MAERSK LAMANAI,Container ship,EEDI (10.56 gCO₂/t·nm),,2438.58,,7618.37,108.59,2405.86,4466.03,637.9,,,,806.5,263.23,4.35,,,822.35,13.58,,,,806.5,,,,,,,,,,,,,,,,MAERSK LAMANAI,Container ship,299.0,45.0,10.9 m,2013.0,89505.0,99866.0,,,,19.8,14
6855,9527180,ASAHI BULKER,Bulk carrier,EIV (6 gCO₂/t·nm),,380.43,,1185.23,0.0,108.13,1063.14,13.95,,,,512.9,65.15,2.73,,,202.99,8.49,,,,512.9,,,,,,,,,,,,,,,,ASAHI BULKER,Bulk carrier,177.0,28.0,9.4 m,2012.0,21483.0,33179.0,,,,15.3,12.1
6856,9527192,TSL ROSEMARY,Bulk carrier,EIV (6.61 gCO₂/t·nm),,719.1,,2268.46,310.24,298.2,1515.83,144.18,,,,843.8,73.57,2.83,,,232.09,8.94,,,,843.8,,,,,,,,,,,,,,,,TSL ROSEMARY,Bulk carrier,177.0,28.0,,2012.0,21483.0,33191.0,,,,,
6857,9527207,OCEAN HOPE,General cargo ship,EIV (6.16 gCO₂/t·nm),,1892.72,,5994.63,605.82,2042.44,3116.43,229.94,,,,2438.0,68.3,2.87,,,216.33,9.11,,,,2438.0,,,,,,,,,,,,,,,,OCEAN HOPE,General cargo ship,181.0,28.0,8.2 m,2012.0,20992.0,32877.0,,,,14.9,11.6
6858,9527233,POPI S,Bulk carrier,EIV (4.31 gCO₂/t·nm),,1558.45,,4870.54,306.46,3339.53,1032.98,191.56,,,,1302.91,109.74,1.8,,,342.95,5.64,,,,1302.91,,,,,,,,,,,,,,,,POPI S,Bulk carrier,229.0,32.0,13.3 m,2012.0,43949.0,80337.0,,,,12.1,8.6
6859,9527441,CHRYSANTHI S,Bulk carrier,EIV (4.36 gCO₂/t·nm),,819.69,,2554.69,0.0,1349.78,1157.91,47.0,,,,490.7,131.17,4.31,,,408.82,13.44,,,,490.7,,,,,,,,,,,,,,,,CHRYSANTHI S,Bulk carrier,229.0,32.0,7.3 m,2012.0,43950.0,80268.0,,,,11.4,5.5
6860,9527518,NEA ELPIS,Bulk carrier,EIV (3.89 gCO₂/t·nm),,1173.12,,3707.48,1524.53,0.0,2073.82,109.12,,,,851.5,112.34,3.37,,,355.03,10.66,,,,851.5,,,,,,,,,,,,,,,,NEA ELPIS,Bulk carrier,228.0,32.0,9.1 m,2011.0,43022.0,82177.0,,,,15.4,12.9
6861,9527609,COLORADO STAR,Chemical tanker,EIV (13.57 gCO₂/t·nm),,2439.13,,7749.09,4051.73,1625.92,1456.99,614.46,,,,4781.62,56.76,10.45,,,180.32,33.19,,,,4781.62,,,,,,,,,,,,,,,,COLORADO STAR,Chemical tanker,128.0,20.0,6.5 m,2010.0,8581.0,13019.0,B&W,,4440 KW,16.6,11.3
6862,9527623,MISSISSIPPI STAR,Chemical tanker,EIV (13.53 gCO₂/t·nm),,2281.57,,7282.19,3790.74,1101.94,1293.41,1096.1,,,,3607.9,62.58,8.85,,,199.74,28.26,,,,3607.9,,,,,,,,,,,,,,,,MISSISSIPPI STAR,Chemical tanker,128.0,20.0,6.2 m,2010.0,8581.0,13054.0,,,,14.3,9.5
6863,9527635,MURRAY STAR,Chemical tanker,EIV (13.58 gCO₂/t·nm),,2364.22,,7480.17,4337.44,955.71,1042.83,1144.18,,,,3741.25,62.1,10.04,,,196.47,31.77,,,,3741.25,,,,,,,,,,,,,,,,MURRAY STAR,Chemical tanker,128.0,20.0,5.1 m,2011.0,8581.0,13006.0,,,,5.7,4.9
6864,9527776,BLACK STAR,Chemical tanker,EIV (20.5 gCO₂/t·nm),IA,6915.54,122.02,22171.22,12421.78,4641.33,3195.74,1129.99,,,391.2,4244.11,153.84,33.26,,,493.21,106.62,,,,4244.11,,Division by zero!,0.59,,,,,Division by zero!,1.88,,,,,,,BLACK STAR,Chemical tanker,122.0,19.0,6 m,2011.0,7386.0,9438.0,,,,12.7,7.8
6865,9527855,ALICANTE,Oil tanker,EIV (3.92 gCO₂/t·nm),,1997.22,,6306.33,736.32,3439.46,1717.22,413.35,,,,1023.7,180.71,2.22,,,570.6,7.02,,,,1023.7,,,,,,,,,,,,,,,,ALICANTE,Oil tanker,248.0,43.0,,2013.0,61332.0,115707.0,,,,,
6866,9527960,CRIMSON PRINCESS,Bulk carrier,EIV (5.4 gCO₂/t·nm),,1649.91,,5210.75,0.0,4561.04,569.26,80.44,,,,1925.0,73.78,2.42,,,233.01,7.65,,,,1925.0,,,,,,,,,,,,,,,,CRIMSON PRINCESS,Bulk carrier,184.0,30.0,,2012.0,23853.0,38395.0,,,,,
